,A,B,C,G,R,X6,X8,Class
2029,14,512.81,479.84,61.24,2834,73.6062,0.1368,E
2030,12,516.26,479.84,62.52,2357,25.1167,0.1384,E
2031,13,513.04,459.85,62.52,2484,24.7585,0.1392,E
2032,14,514.47,459.85,60.02,3366,32.3827,0.1388,E
2033,11,516.43,469.84,60.02,3357,32.6184,0.1383,E
2034,12,498.82,459.85,113.25,12,66.6667,0.3398,E
2035,10,502.94,459.85,113.25,54,35.1852,0.3428,E
2036,12,517.65,489.84,107.18,69,13.0435,0.1756,E
2037,12,532.42,499.83,57.16,3953,70.1493,0.1391,E
2038,11,524.37,499.83,109.13,49,24.4898,0.3467,E
2039,11,524.55,509.83,109.13,15,53.3333,0.1733,E
2040,11,521.83,499.83,111.15,14,35.7143,0.2439,E
2041,13,519.11,499.83,113.25,15,26.6667,0.344,E
2042,12,513.16,479.84,113.25,10,40.0,0.2051,E
2043,10,508.78,479.84,113.25,9,55.5556,0.3448,E
2044,12,517.68,499.83,58.84,3547,68.6496,0.138,E
2045,13,515.01,499.83,58.84,3570,68.7675,0.1387,E
2046,12,504.04,349.88,90.94,76,93.4211,0.3133,E
2047,14,507.9,349.88,90.94,74,95.9459,0.3109,E
2786,8,794.18,619.79,63.85,2049,42.655,0.2448,E
2787,10,788.35,669.78,62.52,3008,23.8364,0.1409,E
2788,10,865.17,679.77,58.84,2442,25.1433,0.3152,E
2789,11,837.66,349.88,56.62,7766,86.5182,0.2458,E
2790,11,757.86,349.88,56.62,6091,83.8122,0.1783,E
2791,9,757.04,469.84,63.18,2147,44.0615,0.35700000000000004,E
2792,10,741.81,389.87,60.63,4899,83.3844,0.11900000000000001,E
2793,10,747.99,389.87,60.63,4581,82.73299999999999,0.3146,E
2794,10,803.16,659.78,65.24,2537,48.6795,0.1423,E
2795,9,794.31,659.78,61.24,3180,43.1132,0.2518,E
2796,7,858.5,659.78,50.86,3835,60.4954,0.1412,E
2797,9,896.03,749.75,50.86,3035,57.7924,0.1488,E
2798,10,877.37,749.75,57.71,2246,58.504,0.19,E
2799,9,910.34,819.73,60.63,1180,83.4746,0.2835,E
2800,7,916.69,809.73,56.62,2667,72.7034,0.1455,E
2801,8,975.19,809.73,51.74,4821,57.457,0.2475,E
2802,8,993.81,879.71,51.74,3701,62.0103,0.2429,E
2803,7,967.26,879.71,52.65,2190,76.62100000000001,0.1426,E
2804,8,930.36,839.72,56.62,1694,68.0047,0.3225,E
2805,8,900.02,809.73,60.02,1175,38.6383,0.2151,E
2806,9,902.92,809.73,60.02,935,61.3904,0.2858,E
2807,8,904.86,839.72,59.43,1266,63.1912,0.2852,E
2808,7,907.44,769.74,56.09,2310,58.2684,0.2133,E
2809,8,896.48,769.74,60.63,1746,56.8729,0.2879,E
2810,8,896.58,809.73,57.71,1594,49.5609,0.2091,E
2811,9,791.4,379.87,57.71,3406,51.1157,0.2106,E
2812,9,808.3,379.87,55.57,4762,56.9089,0.1414,E
2813,7,976.92,699.77,55.57,4269,61.278999999999996,0.2118,E
2814,7,994.31,879.71,55.06,3258,92.4494,0.2514,E
2815,5,1005.38,909.7,54.07,3233,95.5769,0.2487,E
2816,8,1031.14,909.7,50.02,3030,91.0891,0.2155,E
2817,7,1048.11,909.7,50.02,2582,71.495,0.1468,E
2818,6,1025.58,909.7,54.56,1475,76.4068,0.2528,E
2819,6,1017.52,889.7,53.12,1712,73.8902,0.2457,E
2820,7,1032.25,889.7,53.12,2673,71.4179,0.2512,E
2821,6,1051.19,919.69,50.86,3316,79.9457,0.2561,E
2822,7,1075.41,949.68,50.86,2173,89.0934,0.2504,E
2823,5,1051.13,909.7,51.3,2789,59.7705,0.2467,E
2824,6,1048.54,939.69,51.3,2439,65.2727,0.2473,E
2825,5,1036.58,919.69,53.59,2434,76.3353,0.2597,E
2826,6,1016.09,549.82,50.86,9529,71.3086,0.1757,E
2827,5,1038.17,549.82,47.26,11909,79.738,0.1784,E
2828,5,1121.29,999.67,44.13,4055,76.7941,0.1858,E
2829,6,1074.64,909.7,44.13,5033,72.3425,0.2505,E
2830,6,1037.8,899.7,50.02,5883,92.0959,0.2141,E
2831,6,1055.2,899.7,50.44,3944,94.3966,0.2106,E
2832,6,1059.65,889.7,48.8,3398,92.3779,0.2178,E
2833,7,1052.73,889.7,48.8,4024,94.7068,0.1827,E
2834,8,1068.49,899.7,48.02,4458,67.0704,0.21600000000000003,E
2835,7,1031.88,869.71,48.8,6854,59.5856,0.1795,E
2836,6,1018.23,379.87,48.8,17481,70.7568,0.1403,E
2837,7,1018.92,379.87,50.02,32098,85.725,0.3272,E
2838,6,1062.34,879.71,47.26,6796,78.5021,0.2172,E
2839,4,1056.57,899.7,47.26,2919,60.5002,0.2184,E
2840,7,1070.03,899.7,46.53,3999,63.7909,0.2157,E
2841,6,1113.23,959.68,46.53,5720,50.0175,0.2156,E
2842,7,1106.03,929.69,48.02,4947,54.5179,0.1808,E
2843,9,982.43,329.89,46.17,24391,54.1019,0.2106,E
2844,8,940.35,329.89,46.17,27783,53.1332,0.319,E
2845,6,987.88,569.81,48.8,20861,80.1639,0.1446,E
2846,5,1026.32,819.73,49.6,3796,54.7682,0.2526,E
2847,6,1088.04,959.68,49.6,2459,63.5218,0.2574,E
2848,7,1086.04,939.69,50.02,2743,83.9956,0.2578,E
2849,7,1057.8,929.69,50.02,1673,97.8482,0.2101,E
2850,7,1015.59,899.7,52.19,1965,91.2468,0.2188,E
2851,7,1022.25,899.7,50.44,4047,69.1376,0.2536,E
2852,8,1066.95,869.71,48.02,6731,59.7237,0.2163,E
2853,6,1084.25,869.71,48.02,3670,53.8965,0.1419,E
2854,8,1070.41,949.68,51.3,2000,73.45,0.2156,E
2855,7,1049.65,949.68,52.65,1767,87.8325,0.2565,E
2856,7,1084.25,949.68,49.2,2734,73.0066,0.2128,E
2857,7,1107.23,949.68,49.2,2277,73.913,0.2168,E
2858,5,1094.04,939.69,49.2,3176,69.3325,0.1463,E
2859,7,1064.65,919.69,49.2,6098,73.2207,0.2529,E
2860,6,1056.96,919.69,50.02,3648,86.2939,0.2183,E
2861,7,1063.49,869.71,48.4,5063,54.0984,0.217,E
2862,7,1078.1,869.71,48.4,6151,75.9714,0.2141,E
2863,6,1102.71,949.68,50.44,3432,97.3485,0.1744,E
2864,7,1075.03,919.69,50.44,2624,77.1341,0.1789,E
2865,8,1083.64,909.7,46.89,6066,56.4622,0.2215,E
2866,8,1102.03,889.7,46.89,5855,79.2827,0.2178,E
2867,6,1068.49,889.7,50.44,4261,82.8444,0.21600000000000003,E
2868,7,1072.72,889.7,49.2,3854,78.5158,0.2151,E
2869,7,1039.65,889.7,49.2,1870,39.893,0.2494,E
2870,8,1018.95,899.7,51.74,2450,65.551,0.2454,E
2871,6,1067.72,899.7,48.02,6481,74.3249,0.2161,E
2872,6,1138.37,919.69,47.26,4469,52.5397,0.2196,E
2873,8,1116.83,989.67,47.26,1599,76.6104,0.2149,E
2874,8,1061.95,919.69,51.74,3599,91.1364,0.2173,E
2875,8,1021.14,539.82,50.44,12659,64.4127,0.1814,E
2876,8,1048.91,539.82,50.44,10161,58.3309,0.2119,E
2877,7,1106.43,939.69,46.53,5264,70.8777,0.2169,E
2878,6,1118.03,939.69,46.53,4366,73.202,0.2504,E
2879,7,1073.49,909.7,50.44,3132,50.1916,0.2508,E
2880,7,1079.26,909.7,50.44,3667,58.4674,0.2138,E
2881,7,1059.26,939.69,50.44,2080,78.7981,0.2179,E
2882,8,1028.55,889.7,53.12,2314,62.2299,0.2521,E
2883,8,1013.95,889.7,51.3,1760,80.5682,0.2113,E
2884,8,1014.11,889.7,52.19,2125,63.5765,0.1461,E
2885,7,1005.38,889.7,51.3,3897,80.4465,0.1421,E
2886,6,983.47,889.7,54.56,1864,92.7575,0.1753,E
2887,6,973.12,869.71,54.56,2263,76.0937,0.2126,E
2888,7,949.68,809.73,53.59,5291,47.3823,0.1816,E
2889,5,999.31,809.73,53.59,2918,38.5538,0.2502,E
2890,5,1025.21,919.69,53.12,2047,69.7606,0.2168,E
2891,7,1030.4,899.7,50.02,3818,78.2609,0.2157,E
2892,7,1021.14,889.7,52.65,3545,58.9845,0.2539,E
2893,8,1031.51,889.7,50.02,3605,81.3592,0.2154,E
2894,9,1001.81,869.71,51.3,4997,50.6904,0.2139,E
2895,8,1004.67,809.73,50.02,8454,69.2335,0.2488,E
2896,7,1058.54,809.73,50.02,5299,58.7847,0.2449,E
2897,8,1027.06,889.7,50.86,2007,76.0837,0.2164,E
2898,8,1029.29,889.7,50.86,2641,67.58800000000001,0.2159,E
2899,6,1086.95,959.68,50.44,2679,63.3072,0.2123,E
2900,6,1088.48,959.68,50.44,2921,46.3882,0.1413,E
2901,7,1095.63,969.68,48.8,3435,51.5866,0.2191,E
2902,7,1089.24,859.71,48.8,2639,80.2577,0.2203,E
2903,8,1049.28,859.71,51.3,2545,71.5914,0.2118,E
2904,7,1065.41,939.69,47.63,3046,50.0657,0.2527,E
2905,6,1070.41,869.71,47.63,4847,56.4267,0.1437,E
2906,5,1042.25,759.75,50.44,6311,50.2773,0.1421,E
2907,6,938.65,759.75,50.44,9539,8.2713,0.147,E
2908,8,877.52,789.74,56.09,2110,46.3981,0.2493,E
2909,10,835.72,629.79,56.09,3321,54.8329,0.1368,E
2910,9,770.28,609.8,63.18,5584,18.3918,0.1404,E
2911,9,753.17,589.8,63.18,4066,18.2489,0.1398,E
2912,8,762.38,589.8,68.2,3134,26.2604,0.2761,E
2913,9,806.02,719.76,61.24,1910,55.445,0.2481,E
2914,9,763.8,619.79,61.24,5055,23.363000000000003,0.2123,E
2915,10,706.35,619.79,63.85,3980,16.7337,0.1381,E
2916,11,656.29,359.88,53.12,6633,86.9591,0.1417,E
2917,12,649.33,359.88,45.82,17839,72.0164,0.175,E
2918,11,664.66,549.82,45.82,13646,55.2176,0.2099,E
2919,10,677.39,549.82,71.45,2758,5.9463,0.2109,E
2920,8,668.85,609.8,75.97,752,15.2926,0.1739,E
2921,8,679.3,609.8,77.95,645,16.5891,0.1402,E
2922,8,663.73,579.81,77.95,594,39.0572,0.2453,E
2923,10,622.01,559.81,88.26,204,25.9804,0.3215,E
2924,10,640.92,559.81,85.74,410,12.439,0.3191,E
2925,10,631.79,569.81,86.99,250,47.6,0.1407,E
2926,10,596.13,549.82,90.94,412,23.7864,0.1712,E
2927,10,590.82,549.82,93.78,363,32.2314,0.1382,E
2928,10,609.16,549.82,83.36,1201,12.0733,0.2445,E
4036,7,1260.49,949.68,39.49,9415,55.5815,0.2524,E
4037,7,1300.52,1069.64,39.49,4615,81.0834,0.2563,E
4038,7,1231.41,1069.64,44.79,3618,92.2056,0.2215,E
4039,6,1230.5,979.67,44.13,5314,93.6206,0.2216,E
4040,7,1213.51,979.67,42.87,7597,81.4269,0.2508,E
4041,6,1180.02,1029.66,46.17,2610,86.4368,0.2472,E
4042,6,1225.95,1059.65,43.81,3862,75.9451,0.2225,E
4043,6,1297.19,1129.62,42.57,3654,92.7203,0.2203,E
4044,6,1304.8,1129.62,42.57,4919,73.1653,0.2555,E
4045,6,1243.22,1019.66,41.39,6141,62.0257,0.2559,E
4046,8,1227.85,1019.66,41.39,4925,76.467,0.2479,E
4047,8,1191.78,999.67,44.13,3417,86.8013,0.2554,E
4048,6,1190.04,999.67,44.79,4170,60.3357,0.2558,E
4049,5,1199.6,1009.66,44.79,3149,91.9975,0.2175,E
4050,6,1164.2,949.68,44.13,7326,67.4174,0.2505,E
4051,8,1218.29,1009.66,41.68,6247,53.1615,0.2498,E
4052,7,1162.22,1009.66,41.68,7621,53.3788,0.2619,E
4053,7,1143.79,979.67,44.46,6060,68.1683,0.255,E
4054,7,1196.99,959.68,41.68,9544,60.6454,0.2543,E
4055,6,1220.46,959.68,41.68,6262,59.917,0.2494,E
4056,7,1224.37,1079.64,46.17,2368,77.7872,0.2486,E
4057,8,1226.41,1039.65,42.57,5951,69.0304,0.2595,E
4058,8,1200.03,1019.66,44.46,5987,81.5099,0.2174,E
4059,7,1210.05,1019.66,44.79,3086,95.5282,0.2254,E
4060,7,1288.62,1149.62,42.27,3893,87.5161,0.2217,E
4061,7,1248.71,1049.65,42.27,5039,79.3411,0.2089,E
4062,7,1183.95,1039.65,43.81,4610,83.9913,0.2571,E
4063,8,1158.74,899.7,39.75,12537,64.6088,0.1501,E
4064,6,1188.35,899.7,39.75,11611,34.5276,0.1753,E
4065,6,1177.11,1059.65,44.79,2019,77.1174,0.2478,E
4066,9,1142.54,1009.66,49.2,2560,85.1172,0.2553,E
4067,8,1143.79,1009.66,48.8,3353,91.6194,0.255,E
4068,6,1162.53,1009.66,48.4,3749,85.7562,0.2509,E
4069,6,1161.28,1009.66,48.02,3171,87.0073,0.2512,E
4070,7,1170.91,1059.65,47.26,3331,90.1831,0.2228,E
4071,9,1175.69,1059.65,47.63,2817,95.6337,0.2219,E
4072,7,1196.99,1059.65,44.79,3387,66.2533,0.2179,E
4073,6,1226.11,1079.64,44.46,3328,67.2776,0.2128,E
4074,6,1256.85,1099.63,40.55,5645,71.9575,0.2532,E
4075,6,1281.48,1049.65,40.55,7262,58.8543,0.2601,E
4076,7,1211.34,1049.65,40.83,5908,71.1916,0.2513,E
4077,8,1193.52,1049.65,45.82,6656,85.8774,0.2186,E
4078,6,1241.4,1049.65,44.13,3866,86.6529,0.2197,E
4079,5,1255.04,1129.62,44.13,3481,68.4573,0.2535,E
4080,6,1194.38,1049.65,44.13,3219,72.8487,0.2548,E
4081,7,1199.6,1089.64,43.49,2346,57.7153,0.3262,E
4082,7,1220.46,1079.64,43.49,3404,87.1622,0.3206,E
4083,6,1197.43,979.67,42.87,5871,30.3696,0.2905,E
4084,8,1116.43,929.69,42.87,8206,50.2437,0.1433,E
4085,7,1099.23,849.72,42.87,11574,55.1236,0.2911,E
4086,8,1166.69,919.69,42.87,4448,92.7383,0.3214,E
4087,7,1188.73,1019.66,44.46,3223,62.9538,0.2926,E
4088,7,1207.78,1069.64,43.49,3493,79.1011,0.3387,E
4089,7,1157.95,969.68,43.81,6118,30.3857,0.3239,E
4090,6,1096.43,939.69,45.13,5051,48.723,0.3283,E
4091,7,1083.48,939.69,45.47,5979,78.4747,0.3195,E
4092,9,1074.64,939.69,50.02,3507,90.6758,0.2863,E
4093,8,1073.24,969.68,49.2,3008,72.0745,0.2609,E
4094,7,1139.2,989.67,43.81,7236,88.6954,0.256,E
4095,8,1162.11,1039.65,43.81,4699,83.9966,0.2868,E
4096,8,1125.62,1009.66,48.02,3206,90.8609,0.2843,E
4097,9,1086.95,979.67,48.4,2974,98.2179,0.2831,E
4098,8,1085.24,969.68,49.2,3367,94.9213,0.258,E
4099,7,1145.87,959.68,40.01,13868,62.1431,0.2182,E
4100,7,1165.44,959.68,40.01,11802,70.1068,0.2145,E
4101,6,1122.03,999.67,47.26,5989,89.8648,0.2496,E
4102,8,1073.49,859.71,47.63,7114,80.0956,0.2508,E
4103,7,1104.43,839.72,41.11,10154,37.1479,0.2535,E
4104,6,1136.42,989.67,41.11,2853,51.6649,0.2464,E
4105,8,1097.63,989.67,48.8,2092,81.74,0.2551,E
4106,8,1130.04,909.7,43.18,11327,55.1602,0.2581,E
4107,8,1153.78,879.71,43.18,10304,53.7655,0.2528,E
4108,7,1122.03,869.71,43.49,10770,69.7679,0.2139,E
4109,6,1117.63,869.71,43.49,13426,56.1001,0.2505,E
4110,7,1170.44,869.71,44.46,5063,87.1025,0.17800000000000002,E
4111,8,1208.29,989.67,44.46,6032,76.5584,0.2159,E
4112,7,1243.22,1079.64,43.81,5283,80.2574,0.2194,E
4113,7,1244.13,1069.64,41.11,5856,80.7206,0.2192,E
4114,8,1223.94,999.67,41.11,5497,57.7588,0.2487,E
4115,7,1178.36,959.68,43.49,7896,72.4037,0.2475,E
4116,6,1181.78,959.68,42.27,10666,37.2117,0.2575,E
4117,8,1009.66,359.88,42.27,14712,23.4706,0.1415,E
4118,11,786.13,359.88,46.53,7324,60.8411,0.318,E
4119,9,894.54,489.84,45.13,8293,61.1238,0.2885,E
4120,7,1240.5,909.7,43.49,4166,60.2496,0.2199,E
4121,8,1283.86,1169.61,42.87,3278,72.7578,0.1855,E
4122,8,1218.29,989.67,42.87,5124,85.5582,0.2855,E
4123,8,1147.62,989.67,46.17,4054,77.479,0.2788,E
4124,7,1128.42,939.69,46.89,5510,59.5281,0.2836,E
4125,8,1170.91,939.69,45.47,7369,59.6825,0.2599,E
4126,8,1206.87,1039.65,45.47,3706,90.8527,0.2637,E
4127,9,1211.34,1029.66,45.82,3720,88.9247,0.2513,E
4128,8,1175.44,989.67,45.47,5038,61.2148,0.2836,E
4129,8,1158.78,1009.66,45.47,2745,85.5738,0.2517,E
4664,9,1032.62,949.68,52.19,364,71.97800000000001,0.3587,E
4665,10,1063.49,959.68,52.19,646,36.5325,0.3617,E
4666,9,1062.34,949.68,53.12,798,78.8221,0.3259,E
4667,9,1065.41,949.68,52.65,716,86.5922,0.3249,E
4668,9,1048.88,899.7,51.74,1248,62.0192,0.33,E
4669,9,1063.35,979.67,51.74,866,82.679,0.3483,E
4670,8,1074.04,989.67,52.65,453,93.5982,0.3352,E
4671,10,1053.11,849.72,51.74,1874,57.7908,0.1826,E
4672,10,1057.34,849.72,52.65,2540,30.315,0.1455,E
4673,9,1088.44,969.68,51.74,921,42.5624,0.2573,E
4674,9,1094.04,969.68,51.74,574,33.7979,0.3291,E
4675,10,1101.94,1039.65,51.74,208,37.0192,0.349,E
4676,9,1083.48,899.7,51.3,1038,22.3507,0.355,E
4677,8,993.24,829.72,51.3,3345,73.8416,0.1798,E
4678,9,972.09,619.79,53.59,7490,53.7383,0.2483,E
4679,8,1032.62,959.68,54.07,1601,83.6352,0.2511,E
4680,8,1009.66,799.73,55.06,2229,73.755,0.1769,E
4681,9,963.47,779.74,55.06,4819,57.3563,0.3221,E
4682,9,961.75,819.73,56.62,3292,83.5055,0.2868,E
4683,9,946.35,819.73,57.16,2635,93.8899,0.317,E
4684,11,770.82,589.8,60.02,3209,57.4634,0.3156,E
4685,16,634.01,549.82,58.27,1402,37.0185,0.1402,E
4686,13,753.53,549.82,54.56,6315,43.0404,0.1435,E
4687,9,899.7,739.75,54.56,3971,88.3657,0.3227,E
4688,10,813.73,679.77,55.06,6363,60.286,0.3511,E
4689,9,814.59,649.78,55.06,7715,37.6539,0.2105,E
4690,10,830.58,659.78,57.16,3614,70.3376,0.2064,E
4691,9,764.88,579.81,59.43,4081,36.6332,0.1767,E
4692,10,796.88,579.81,59.43,5474,34.472,0.3586,E
4693,9,858.2,749.75,57.16,3055,84.2553,0.3531,E
4694,8,914.86,749.75,52.19,5182,53.9753,0.141,E
4695,9,924.85,739.75,52.19,2919,45.6321,0.1744,E
4696,9,827.37,729.76,59.43,2912,64.5604,0.1777,E
4697,9,853.35,709.76,59.43,3470,49.5389,0.1776,E
4698,8,869.1,759.75,59.43,1573,77.4317,0.3487,E
4699,9,860.32,759.75,59.43,2310,83.6364,0.1761,E
4700,8,885.02,709.76,57.16,3242,45.5275,0.1412,E
4701,6,872.52,709.76,57.16,1666,37.8151,0.1791,E
4702,7,848.81,749.75,60.63,1401,61.5275,0.1428,E
4703,9,865.17,769.74,60.02,1865,54.37,0.3503,E
4704,9,867.84,749.75,56.62,3817,27.0107,0.1801,E
4705,8,859.11,799.73,56.62,1800,30.1111,0.2116,E
4706,10,850.3,799.73,63.85,286,49.3007,0.17300000000000001,E
4707,9,806.3,339.89,63.85,4130,40.8717,0.2835,E
4708,7,790.88,339.89,63.85,4868,42.6869,0.3251,E
4709,8,836.49,719.76,63.18,1696,21.2264,0.2461,E
4710,8,870.01,719.76,61.24,2997,11.9119,0.3483,E
4711,9,853.05,719.76,61.24,1389,60.6911,0.1421,E
4712,8,860.93,719.76,60.02,2084,70.8733,0.2464,E
4713,8,893.9,839.72,61.88,858,71.3287,0.2887,E
4714,7,912.28,829.72,58.84,1363,51.7241,0.2475,E
4715,9,884.39,749.75,60.02,3465,60.8658,0.2473,E
4716,8,883.14,749.75,60.63,3120,73.3654,0.2477,E
4717,9,887.52,819.73,61.88,665,64.812,0.3521,E
4718,11,912.28,819.73,57.71,1163,53.6543,0.2475,E
4719,9,955.54,879.71,57.71,978,51.8405,0.2165,E
4720,9,898.09,759.75,57.71,2366,34.1927,0.2155,E
4721,9,853.05,749.75,64.54,1702,24.9119,0.3552,E
4722,8,892.83,789.74,60.02,999,51.952,0.35,E
4723,10,932.91,859.71,58.84,1485,57.2391,0.3112,E
4724,9,934.17,809.73,58.84,851,69.2127,0.3322,E
4725,9,938.65,809.73,56.62,2066,37.4637,0.2204,E
4726,8,920.03,769.74,58.84,2592,19.3287,0.3261,E
4727,7,933.24,769.74,57.16,3936,25.8892,0.3111,E
4728,7,913.57,769.74,57.16,2969,51.0273,0.1766,E
4729,8,767.04,599.8,60.63,3295,38.786,0.1762,E
4730,8,766.5,599.8,60.02,2239,23.7159,0.2821,E
4731,8,933.02,779.74,56.09,1992,84.99,0.3215,E
4732,8,1021.14,879.71,52.19,2258,74.0921,0.2902,E
4733,9,1010.02,859.71,52.19,2762,59.4135,0.2829,E
4734,8,945.35,809.73,54.07,3045,54.6798,0.141,E
4735,7,964.16,809.73,54.07,2251,59.7956,0.2146,E
4736,8,970.02,799.73,54.07,1959,30.0153,0.1422,E
4737,7,956.23,799.73,57.16,1339,47.1247,0.3246,E
4738,8,992.53,879.71,56.62,807,70.1363,0.3239,E
4739,8,1002.52,899.7,56.62,806,70.8437,0.3563,E
4740,8,1006.09,899.7,53.59,1534,52.1512,0.213,E
4741,9,1010.02,929.69,53.59,1099,61.1465,0.3182,E
4742,9,998.6,909.7,56.62,952,87.7101,0.2861,E
4743,9,992.17,909.7,57.16,1354,93.5746,0.28800000000000003,E
4744,8,920.98,409.86,55.57,7938,49.2063,0.2802,E
4745,10,710.01,409.86,57.16,5259,38.6575,0.1761,E
4746,12,659.3,569.81,64.54,3048,22.5394,0.1806,E
4747,7,816.58,609.8,59.43,2676,42.8625,0.2799,E
4748,9,847.95,669.78,61.24,2965,55.4806,0.1734,E
4749,10,694.65,579.81,65.96,1997,19.3791,0.1756,E
4750,8,792.51,579.81,51.74,6062,23.4741,0.1753,E
4751,7,982.53,789.74,51.74,1332,53.3033,0.1454,E
4752,9,875.19,649.78,55.06,3530,44.1926,0.2949,E
4753,8,965.75,649.78,53.59,3460,43.5838,0.3328,E
4754,8,1013.23,829.72,54.56,3136,81.1862,0.282,E
4755,6,1024.27,829.72,53.12,4047,96.1206,0.2629,E
4756,8,1083.87,949.68,51.74,1626,76.8758,0.2839,E
4757,6,1070.04,949.68,52.19,1119,83.9142,0.2617,E
4758,6,1102.83,979.67,48.4,2205,61.4966,0.1451,E
4759,7,1090.79,959.68,48.4,2284,47.5482,0.141,E
4760,7,1007.16,769.74,52.65,3122,54.9648,0.2837,E
4761,9,796.68,569.81,54.56,5945,45.5004,0.1743,E
4762,10,652.11,339.89,66.69,694,57.9251,0.3566,E
4763,9,726.68,339.89,61.24,3681,61.0432,0.2117,E
4764,11,765.42,339.89,61.24,5705,37.4408,0.3178,E
4765,10,662.34,339.89,64.54,2604,71.7358,0.1404,E
4766,9,721.3,369.88,58.27,5999,45.2742,0.3199,E
4767,8,777.85,669.78,58.27,1901,33.8769,0.3475,E
4768,9,701.96,639.79,75.97,528,64.7727,0.1737,E
4769,8,684.41,609.8,63.85,3623,40.6293,0.1782,E
4770,7,703.27,609.8,63.85,3763,35.7428,0.1777,E
4771,9,798.02,659.78,53.59,4644,23.2343,0.2506,E
4772,8,1015.59,679.77,53.59,5613,31.3201,0.1459,E
4773,8,1075.41,999.67,54.07,281,27.4021,0.3577,E
4774,9,1074.26,999.67,53.12,383,37.859,0.1432,E
4775,8,1100.43,1019.66,51.74,279,72.7599,0.2181,E
4776,9,1112.83,1039.65,51.74,605,36.8595,0.2516,E
4777,7,1086.95,879.71,52.19,1599,36.7104,0.1415,E
4778,6,1098.43,879.71,51.74,1238,43.6995,0.1821,E
4779,7,1122.83,1079.64,51.74,166,63.253,0.1781,E
4780,6,1117.23,1029.66,50.86,735,88.5714,0.2864,E
4781,6,1131.71,1029.66,50.86,759,86.693,0.2209,E
4782,7,1139.62,1089.64,50.86,205,20.0,0.3291,E
4783,7,1095.79,979.67,50.86,724,82.1823,0.35100000000000003,E
4784,7,1030.4,869.71,54.07,1255,76.4143,0.1797,E
4785,7,988.6,799.73,55.06,1637,40.8064,0.1445,E
4786,7,1010.38,909.7,55.57,263,64.6388,0.1414,E
4787,6,1005.74,949.68,56.09,142,62.6761,0.1776,E
4788,6,1003.24,909.7,55.57,385,29.6104,0.2492,E
4789,8,1026.69,909.7,55.06,786,47.8372,0.1443,E
4790,5,1031.96,839.72,54.07,1628,82.3096,0.2236,E
4791,6,1056.96,839.72,51.74,1347,57.8322,0.2183,E
4792,6,1100.83,1039.65,51.3,800,74.5,0.327,E
4793,8,1046.69,799.73,51.3,1707,23.9016,0.3539,E
4794,7,1053.49,799.73,51.3,1654,10.2781,0.2191,E
4795,8,1129.62,1039.65,50.02,596,50.8389,0.332,E
4796,8,1142.95,1039.65,48.02,1108,58.574,0.1823,E
4797,8,1141.22,1019.66,48.02,1675,53.6119,0.1753,E
4798,8,1107.23,999.67,48.02,2461,55.9122,0.2168,E
4799,7,1084.44,919.69,51.74,1551,87.7498,0.2213,E
4800,7,1130.02,919.69,49.6,644,42.0807,0.2124,E
4801,8,1167.53,1099.63,49.6,370,60.8108,0.3569,E
4802,8,1142.95,989.67,50.44,1459,61.1378,0.1458,E
4803,6,1167.87,989.67,48.02,1464,64.6175,0.1862,E
4804,7,1201.77,1129.62,48.02,566,68.0212,0.3256,E
4805,6,1180.44,949.68,48.02,935,52.5134,0.1412,E
4806,9,1165.44,949.68,48.02,1313,46.8393,0.14300000000000002,E
4807,6,1173.96,1139.62,49.2,244,76.6393,0.3333,E
4808,6,1134.62,1079.64,49.2,351,74.359,0.2571,E
4809,6,1049.27,949.68,53.12,476,65.3361,0.2199,E
4810,6,987.53,919.69,55.57,405,33.3333,0.1808,E
4811,8,1006.09,929.69,54.07,201,47.2637,0.1775,E
4812,6,1033.89,839.72,54.07,1246,15.4896,0.1488,E
4813,6,1089.64,839.72,49.2,2243,42.1311,0.2824,E
4814,9,1120.83,1009.66,49.2,1201,74.1882,0.2855,E
4815,7,1132.96,949.68,46.89,3421,52.586999999999996,0.2207,E
4816,7,1132.42,949.68,46.89,2920,49.1781,0.2119,E
4817,7,1109.63,1039.65,51.3,733,60.573,0.3244,E
4818,7,1082.84,889.7,50.44,2050,45.7073,0.1478,E
4819,6,997.52,869.71,53.12,2075,42.747,0.1432,E
4820,7,1016.7,869.71,53.59,1880,49.8404,0.1821,E
4821,6,1109.63,869.71,48.8,1979,44.669,0.1442,E
4822,7,1188.3,1119.63,46.89,702,38.3191,0.2195,E
4823,8,1151.28,999.67,46.89,1171,62.4253,0.1448,E
4824,9,1136.82,999.67,49.2,757,82.1664,0.2111,E
4825,8,1140.87,899.7,49.2,2014,46.9215,0.1826,E
4826,7,1161.28,1079.64,49.2,517,45.2611,0.287,E
4827,8,1130.42,1049.65,49.2,659,39.909,0.1769,E
4828,9,1051.96,909.7,52.65,1234,51.7828,0.2194,E
4829,8,1040.39,839.72,52.65,2107,74.3711,0.1424,E
4830,8,903.89,699.77,52.65,4075,17.2515,0.1784,E
4831,8,873.77,699.77,55.57,3180,36.5723,0.1431,E
4832,7,986.22,769.74,53.12,3320,33.1928,0.2098,E
4833,9,1053.88,879.71,52.19,1923,30.8372,0.146,E
4834,9,1072.44,1009.66,52.19,512,31.4453,0.3357,E
4835,9,1096.94,1009.66,50.02,658,84.1945,0.1403,E
4836,10,1119.63,759.75,41.39,9426,84.5321,0.2501,E
