,A,B,C,G,R,X6,X8,Class
3393,6,1015.02,919.69,55.06,1004,58.9641,0.3519,A
3394,7,990.38,799.73,55.06,2351,30.8379,0.3606,A
3395,6,976.46,799.73,56.09,1956,30.2658,0.3292,A
3396,7,990.74,929.69,57.16,658,84.4985,0.3244,A
3397,9,977.95,809.73,55.57,2961,60.1824,0.3173,A
3419,8,1041.13,669.78,40.55,13666,59.5858,0.3202,A
3420,8,960.37,669.78,40.55,15894,58.8524,0.2513,A
3421,7,965.88,819.73,45.47,4730,77.5687,0.2856,A
3422,9,981.4,829.72,45.47,5180,75.0,0.3162,A
3423,10,993.24,839.72,51.3,3444,64.3438,0.3236,A
3424,8,1035.95,889.7,51.3,2615,62.4474,0.28600000000000003,A
3425,7,1048.17,889.7,53.12,2251,55.4865,0.2827,A
3426,8,1050.8,849.72,52.65,2411,61.9245,0.2562,A
3427,8,1044.1,849.72,51.3,3329,42.8056,0.3193,A
3428,8,1084.44,859.71,50.86,2684,84.4262,0.2582,A
3429,8,1087.24,979.67,50.86,1761,82.3964,0.2943,A
3430,8,1082.33,919.69,50.86,2545,73.7917,0.2843,A
3431,6,1086.95,919.69,50.86,2175,71.1264,0.2831,A
3432,7,1106.03,1019.66,50.86,1466,87.8581,0.2893,A
3433,8,1048.88,479.84,48.8,9782,72.5516,0.33,A
3434,8,1057.05,479.84,48.8,13247,86.4196,0.3153,A
3435,8,1100.79,1029.66,50.44,1113,88.4996,0.3145,A
3436,9,1096.43,1039.65,51.3,566,88.6926,0.3283,A
3437,8,1095.79,1019.66,50.86,954,84.696,0.3159,A
3438,9,1087.71,1019.66,50.86,994,81.5895,0.3182,A
3439,8,991.81,759.75,50.44,5447,26.4916,0.2881,A
3440,8,915.18,759.75,50.44,7286,38.3612,0.2115,A
3441,8,972.89,769.74,49.6,3110,59.1318,0.2203,A
3442,8,1090.02,939.69,48.8,2126,94.1204,0.1764,A
3443,10,1113.23,979.67,48.8,3085,89.8865,0.3234,A
3444,9,1124.82,969.68,48.8,3294,60.3825,0.2489,A
3445,9,1115.23,879.71,48.02,4986,64.4003,0.2511,A
3446,8,1112.13,879.71,48.02,3590,83.0919,0.2623,A
3447,6,1098.03,989.67,50.86,1275,53.3333,0.3279,A
3448,8,1114.43,989.67,49.2,1304,73.9264,0.1436,A
3449,6,1043.73,819.73,49.2,2219,49.6169,0.2129,A
3450,5,1027.44,819.73,50.02,2662,42.4869,0.2884,A
3451,7,1127.22,999.67,50.02,2367,55.7668,0.2839,A
3452,5,1134.42,999.67,50.02,1355,65.3875,0.1763,A
3453,8,1139.62,1059.65,50.44,709,86.1777,0.3291,A
3454,9,1133.79,1059.65,49.6,920,81.1957,0.3308,A
3455,9,1145.87,1069.64,49.6,1042,81.286,0.3273,A
3456,7,1140.87,1029.66,50.02,897,69.7882,0.2922,A
3457,7,1139.62,1029.66,50.02,1128,80.1418,0.2925,A
3458,8,1147.12,1059.65,49.2,909,81.6282,0.2906,A
3459,6,1176.13,1089.64,48.4,613,75.367,0.3327,A
3460,5,1182.11,1079.64,48.4,960,69.4792,0.3525,A
3461,6,1134.21,909.7,48.4,2384,69.2953,0.147,A
3462,9,1121.23,909.7,48.4,3444,49.7967,0.2854,A
3463,7,1149.2,1019.66,47.26,2091,66.3319,0.3263,A
3464,6,1173.96,1079.64,47.26,1370,90.8029,0.2593,A
3465,6,1162.53,1079.64,49.2,1314,87.5951,0.2151,A
3466,5,1166.28,1079.64,48.02,1504,87.8324,0.2858,A
3467,5,1121.63,959.68,49.2,1426,81.6269,0.1783,A
3468,6,1037.43,849.72,50.44,8012,35.5467,0.2499,A
3469,8,1094.04,849.72,45.82,5559,48.7318,0.2194,A
3470,7,1183.52,999.67,45.82,2317,86.9659,0.2939,A
3471,7,1140.04,869.71,47.26,4597,74.2658,0.1462,A
3472,6,1181.35,979.67,46.89,2172,68.3702,0.184,A
3473,7,1163.96,1069.64,46.89,2137,76.7899,0.2615,A
3474,8,1133.22,1009.66,48.8,1871,76.2159,0.2824,A
3475,7,1123.63,999.67,49.2,2013,94.1878,0.2848,A
3476,7,1122.13,999.67,50.86,1297,86.6615,0.2971,A
3477,9,1133.22,1039.65,50.86,1576,86.4848,0.2824,A
3478,10,1126.42,899.7,49.2,3800,70.5263,0.2131,A
3479,9,1105.23,859.71,48.8,6528,41.9424,0.2533,A
3480,6,1110.83,859.71,48.8,6365,48.1068,0.2521,A
3481,6,1177.87,949.68,48.02,876,87.8995,0.2215,A
3482,8,1124.62,469.84,47.63,15536,77.6004,0.2964,A
3483,7,1086.56,469.84,47.63,13070,84.6442,0.2832,A
3484,7,1126.42,949.68,48.4,2718,89.404,0.2486,A
3485,7,1086.04,949.68,46.89,4109,85.3979,0.1473,A
3486,5,1072.72,949.68,46.89,3376,93.8389,0.2868,A
3487,8,1115.88,1019.66,50.02,1391,92.8109,0.2987,A
3488,7,1148.78,1059.65,48.4,856,80.3738,0.3264,A
3489,6,1162.95,1059.65,48.4,1367,91.0753,0.3225,A
3490,5,1145.45,1039.65,49.2,1420,92.1831,0.29100000000000004,A
3491,6,1159.2,1069.64,48.02,1287,83.68299999999999,0.2876,A
3492,7,1177.87,1069.64,48.02,1552,69.1366,0.2584,A
3493,8,1177.52,999.67,48.02,2412,72.3466,0.2831,A
3494,7,1118.79,889.7,48.4,4390,30.5923,0.149,A
3495,9,1073.24,339.89,48.8,18363,65.5884,0.2609,A
3496,9,1120.03,1029.66,50.02,1327,67.5207,0.2857,A
3497,7,1081.56,359.88,49.2,13506,68.0142,0.1422,A
3498,8,1100.03,359.88,49.2,13626,66.5492,0.1455,A
3499,8,1136.7,1059.65,49.6,1239,79.096,0.2933,A
3500,8,1131.62,1059.65,49.6,1473,87.0333,0.2828,A
3501,7,1142.02,1059.65,49.6,1127,81.2777,0.2802,A
3502,9,1145.03,1069.64,49.6,870,72.1839,0.2911,A
3503,8,1155.45,949.68,48.8,1143,82.6772,0.2885,A
3504,10,951.35,389.87,48.8,4761,77.9668,0.1752,A
3505,8,798.59,369.88,54.07,5165,41.5489,0.3578,A
3506,8,855.21,669.78,52.19,10996,17.7428,0.2924,A
3507,8,1128.2,939.69,50.86,1773,75.8601,0.3167,A
3508,7,1087.64,809.73,46.53,5379,41.9409,0.1471,A
3509,7,1068.49,809.73,46.53,6100,70.7377,0.14400000000000002,A
3510,8,1089.25,919.69,47.26,2943,56.7448,0.3531,A
3511,7,1112.03,989.67,50.44,1124,80.42699999999999,0.3237,A
3512,8,1109.23,889.7,50.86,1090,45.1376,0.3246,A
3513,7,1092.71,889.7,48.02,3278,48.0781,0.3168,A
3514,7,1091.56,949.68,48.02,1387,28.5508,0.3524,A
3515,8,1108.03,989.67,50.44,1029,32.2643,0.361,A
3516,8,1131.71,1039.65,50.02,631,56.5769,0.1841,A
3517,6,1114.03,899.7,48.8,1383,52.5669,0.3232,A
3518,6,1112.03,839.72,49.2,3955,32.0101,0.1799,A
3519,7,1171.69,1109.63,49.6,408,47.3039,0.2845,A
3520,5,1177.87,1129.62,48.02,348,41.95399999999999,0.1477,A
3521,4,1187.86,1139.62,48.4,445,27.8652,0.1464,A
3522,6,1168.36,1089.64,48.8,488,58.1967,0.3566,A
3523,8,1119.23,909.7,50.02,2218,61.4968,0.14300000000000002,A
3524,6,1107.23,959.68,50.02,769,78.9337,0.3613,A
3525,6,1068.49,919.69,51.3,943,45.3871,0.14400000000000002,A
3526,7,1072.72,899.7,49.6,2610,43.7548,0.1434,A
3527,5,1140.04,1039.65,49.6,890,66.6292,0.2924,A
3528,7,1160.03,1079.64,49.6,605,66.4463,0.2514,A
3529,9,1176.69,1119.63,48.8,386,84.456,0.3541,A
3530,7,1176.27,1099.63,48.4,479,70.5637,0.3188,A
3531,8,1152.95,1069.64,48.4,1052,83.365,0.2168,A
3532,8,1156.28,1069.64,48.8,1289,89.6819,0.2883,A
3533,6,1166.57,1109.63,48.4,707,72.4187,0.2982,A
3534,7,1048.88,399.87,48.02,24077,44.0296,0.1467,A
3535,8,1051.5,399.87,48.02,23327,61.7653,0.1409,A
3536,6,1137.54,679.77,50.44,6901,73.685,0.2564,A
3537,8,1126.29,679.77,50.86,4934,69.4771,0.33299999999999996,A
3538,8,1151.28,1069.64,50.02,399,55.3885,0.1448,A
3539,7,1157.11,1119.63,50.02,172,38.9535,0.14400000000000002,A
3540,8,1160.45,1109.63,50.02,201,75.1244,0.3591,A
3541,10,1170.03,1109.63,49.2,519,56.8401,0.3561,A
3542,8,1178.77,1109.63,49.2,387,37.9845,0.3535,A
3543,7,1176.56,1099.63,49.2,487,29.1581,0.1478,A
3544,8,1167.0,1099.63,49.6,218,66.5138,0.2981,A
3545,7,1170.04,1129.62,48.8,249,47.3896,0.1858,A
3546,7,1163.36,1089.64,48.8,358,63.1285,0.3582,A
3547,9,1150.45,1089.64,49.2,448,68.5268,0.3622,A
3548,8,1151.7,1089.64,49.2,491,78.4114,0.1447,A
3549,5,1078.16,809.73,48.8,3514,43.597,0.2061,A
3550,5,1027.44,809.73,48.8,2746,40.6045,0.1802,A
3551,6,1088.44,879.71,51.74,1565,31.1821,0.2573,A
3552,5,1153.78,1079.64,47.63,718,56.8245,0.3611,A
3553,4,1165.03,1089.64,47.63,517,54.1586,0.3577,A
3554,6,1142.54,1099.63,48.8,450,54.2222,0.3282,A
3555,8,1078.87,789.74,48.02,3280,26.128,0.1783,A
3556,6,1020.73,789.74,48.02,2895,43.1088,0.2799,A
3557,7,1057.05,889.7,49.6,4442,51.5083,0.3153,A
3558,7,1078.44,909.7,49.6,3488,45.6995,0.2967,A
3559,8,993.6,779.74,49.6,4469,54.7997,0.2516,A
3560,11,819.14,689.77,54.07,4075,41.7669,0.1436,A
3561,8,765.42,689.77,68.99,848,57.6651,0.2825,A
3562,6,834.13,729.76,53.12,4085,32.0685,0.3526,A
3563,8,951.02,789.74,51.74,4124,45.5383,0.2804,A
3564,10,910.34,769.74,51.74,1849,80.1514,0.3189,A
3565,8,926.24,759.75,49.6,2397,54.4013,0.1862,A
3566,7,1062.72,849.72,49.6,5526,49.62,0.2895,A
3567,8,1017.87,429.86,51.3,16565,71.0534,0.2807,A
3568,9,1073.49,429.86,50.44,12781,81.3943,0.2866,A
3569,7,1138.79,1059.65,49.6,1071,71.4286,0.2927,A
3570,7,1135.04,1039.65,46.89,1272,74.2925,0.2937,A
3571,7,1075.8,809.73,46.89,5363,26.6269,0.28600000000000003,A
3593,6,1137.12,1059.65,50.02,691,63.8205,0.3298,A
3594,6,1127.96,1039.65,50.02,826,56.5375,0.2955,A
3595,7,1144.2,1039.65,49.6,686,65.4519,0.3277,A
3596,6,1143.22,1049.65,50.02,878,89.7494,0.3149,A
3597,7,1114.63,879.71,48.4,1560,57.8205,0.138,A
3598,6,1083.64,879.71,48.4,3676,46.2731,0.2953,A
3599,6,1101.63,1009.66,50.86,1726,71.9003,0.3268,A
3600,8,1118.43,1039.65,50.02,1523,85.7518,0.3219,A
3601,9,1099.23,479.84,48.8,12538,60.1691,0.1456,A
3602,9,1108.83,479.84,48.4,10711,56.623999999999995,0.1443,A
3603,9,1148.78,1029.66,48.8,1821,90.994,0.2902,A
3604,7,1141.7,1059.65,48.8,1273,83.5035,0.292,A
3605,9,1139.62,1059.65,50.02,1092,72.8938,0.2925,A
3606,8,1119.23,929.69,49.6,3353,72.5619,0.2859,A
3607,8,920.98,699.77,49.6,1275,86.0392,0.2802,A
3608,7,929.36,699.77,50.02,3971,34.8275,0.1435,A
3609,9,1086.44,929.69,49.6,2001,60.7196,0.2946,A
3610,9,967.61,759.75,49.6,8982,32.2757,0.2138,A
3611,6,887.83,759.75,51.74,7217,29.1395,0.2464,A
3612,7,925.69,759.75,51.74,7502,18.835,0.2881,A
3613,8,998.95,839.72,51.3,2821,59.128,0.28600000000000003,A
3614,9,1070.03,959.68,51.3,1902,83.2808,0.2516,A
3615,9,1098.03,959.68,51.3,1595,59.7492,0.2914,A
3616,8,1118.83,1019.66,50.44,1023,65.8847,0.3218,A
3617,7,1052.98,799.73,50.86,3065,34.0946,0.1759,A
3618,8,968.96,789.74,51.74,2678,75.7655,0.2212,A
3619,8,950.37,789.74,53.12,4241,80.4763,0.2177,A
3620,8,1017.52,829.72,50.02,2721,53.62,0.3159,A
3621,7,1119.63,1019.66,50.02,1075,74.5116,0.3215,A
3622,8,1104.03,979.67,50.44,1035,58.6473,0.3261,A
3623,7,1110.43,979.67,50.02,1305,59.6935,0.3602,A
3624,6,1148.37,1059.65,48.8,1185,68.5232,0.3266,A
3625,7,1157.95,1059.65,48.8,1169,77.6732,0.3239,A
3626,8,1130.46,1049.65,49.6,598,85.4515,0.3317,A
3627,8,1127.54,1049.65,50.44,1023,85.435,0.2956,A
3628,7,1139.22,1069.64,49.6,954,92.4528,0.316,A
3629,7,1120.03,979.67,49.6,1962,61.263999999999996,0.3214,A
3630,8,1096.83,979.67,49.6,1805,77.7285,0.2918,A
3631,7,1124.43,1029.66,49.6,1251,88.809,0.2846,A
3632,8,1153.37,1089.64,49.6,707,85.1485,0.3251,A
3633,6,1151.7,1069.64,49.6,582,70.4467,0.3256,A
3634,6,1143.79,1069.64,48.8,1244,88.1029,0.2914,A
3675,8,1132.54,1049.65,50.44,1380,92.6087,0.2575,A
3676,8,1122.03,929.69,48.8,1975,62.6329,0.2496,A
3677,9,1074.04,799.73,50.44,5692,39.1778,0.2235,A
3678,8,1088.04,799.73,48.02,6551,47.2905,0.2574,A
3679,9,1111.63,749.75,48.02,3920,68.801,0.2519,A
3680,9,1015.73,749.75,44.46,8457,62.126000000000005,0.2813,A
3681,8,975.88,779.74,53.59,2053,63.4681,0.2827,A
3682,9,972.18,759.75,53.59,2613,40.8726,0.2572,A
3683,7,1028.92,759.75,51.3,5556,25.54,0.28800000000000003,A
3684,8,1121.23,949.68,49.6,1874,75.8805,0.2854,A
3685,7,1146.7,949.68,48.4,2843,74.956,0.2544,A
3686,9,1164.2,1069.64,48.4,1535,66.2541,0.2863,A
3687,7,1155.03,1069.64,49.2,953,90.2413,0.2886,A
3688,8,1123.63,839.72,49.2,3529,64.0975,0.2492,A
3689,9,990.38,779.74,49.2,3877,63.7864,0.2524,A
3690,8,1041.5,779.74,49.2,5574,45.2278,0.2489,A
3691,7,1144.62,1039.65,49.2,2138,88.681,0.2548,A
3692,8,1132.54,1019.66,48.4,2311,98.0095,0.2575,A
3693,7,1140.04,1009.66,48.4,2857,85.1243,0.2558,A
3694,8,1168.78,1009.66,47.26,2866,89.1137,0.2496,A
3695,9,953.35,369.88,47.26,13624,60.4742,0.1748,A
3696,9,834.57,369.88,48.02,22401,58.9572,0.2905,A
3697,7,997.17,789.74,51.74,5175,59.285,0.2507,A
3698,8,1120.43,939.69,48.4,3141,84.3362,0.2856,A
3699,9,1163.78,1049.65,47.26,1880,77.5532,0.2864,A
3700,8,1159.61,1049.65,47.26,2697,82.1283,0.2875,A
3701,9,1054.83,809.73,48.02,5547,46.115,0.2809,A
3702,11,910.7,779.74,48.02,7541,36.8917,0.2196,A
3703,10,928.69,779.74,49.2,9776,43.0442,0.1436,A
3704,8,1028.18,779.74,49.2,7990,68.836,0.2522,A
3705,8,1112.43,919.69,49.2,4494,69.5372,0.2877,A
3706,9,1187.1,1019.66,47.26,1466,75.9891,0.1404,A
3707,8,1193.52,1099.63,47.26,1051,81.6365,0.2914,A
3708,8,1175.69,1069.64,48.02,1857,89.0684,0.2589,A
3709,8,1156.57,1049.65,47.63,1961,74.9618,0.2256,A
3710,7,1105.23,909.7,47.63,3104,68.7822,0.2895,A
3711,7,1124.43,909.7,46.53,4432,52.2338,0.2846,A
3712,8,1157.95,1049.65,46.53,2942,80.4895,0.2879,A
3713,9,1140.87,979.67,47.63,3492,82.5029,0.2922,A
3714,8,1145.22,1069.64,48.4,1625,82.0923,0.2794,A
3715,8,1098.1,859.71,49.2,3236,52.4104,0.2452,A
3716,8,1074.84,859.71,50.44,3635,68.1981,0.2605,A
3717,7,1081.24,959.68,50.86,2922,98.6995,0.259,A
3718,8,1087.64,959.68,50.86,3444,94.0767,0.2574,A
3719,7,1081.18,979.67,50.86,3046,93.1714,0.249,A
3720,8,1086.56,989.67,50.86,2913,98.7642,0.2478,A
3721,7,1087.33,969.68,50.86,2956,86.7388,0.2476,A
3722,7,1075.03,969.68,51.74,2090,82.1531,0.2504,A
3723,7,1068.04,929.69,50.86,2435,87.9671,0.2622,A
3724,7,1102.83,1009.66,50.86,2824,95.7861,0.2539,A
3725,7,1089.25,1009.66,51.74,2392,93.5201,0.2472,A
3726,7,1106.03,1009.66,49.6,3007,98.2374,0.2532,A
3727,7,1112.83,999.67,49.6,2688,87.4256,0.2516,A
3728,7,1105.23,999.67,49.2,3116,82.7022,0.2533,A
3729,9,1092.44,979.67,49.2,3450,79.8551,0.2563,A
3730,8,1091.64,979.67,50.44,3381,89.9438,0.2565,A
3731,8,1097.33,979.67,49.2,3048,86.4173,0.2454,A
3732,8,1093.24,989.67,49.2,2603,94.5832,0.2561,A
3733,7,1085.24,969.68,51.74,2589,94.43799999999999,0.258,A
3734,8,1096.03,969.68,51.3,3306,96.58200000000001,0.2555,A
3735,7,1090.02,989.67,50.44,3037,89.9901,0.247,A
3736,9,1088.04,999.67,50.44,3005,87.9867,0.2574,A
3737,9,1085.64,999.67,50.02,3125,86.49600000000001,0.2579,A
3738,8,1101.17,999.67,50.02,3686,78.7575,0.2445,A
3739,9,1078.87,969.68,50.02,3285,84.414,0.2496,A
3740,9,1056.19,939.69,51.74,2241,90.3614,0.2549,A
3741,7,1083.64,939.69,50.44,2564,87.8705,0.2584,A
3742,8,1087.33,949.68,50.44,2984,62.6005,0.2476,A
3743,8,1073.64,949.68,50.02,2205,58.458,0.2608,A
3744,8,1097.63,879.71,48.02,4823,77.2756,0.2187,A
3745,7,1132.54,879.71,48.02,3387,86.212,0.2575,A
3746,8,1115.23,989.67,48.8,3001,94.5685,0.2511,A
3747,7,1083.48,949.68,50.44,3024,89.9802,0.2485,A
3748,7,1062.34,949.68,51.74,2884,89.7365,0.2534,A
3749,7,1076.56,959.68,50.44,2425,89.2784,0.2501,A
3750,8,1113.63,979.67,49.6,4054,86.6058,0.2514,A
3751,9,1086.84,949.68,50.44,4058,85.1405,0.2576,A
3752,7,1083.87,949.68,50.86,2992,90.8757,0.2484,A
3753,7,1089.25,949.68,48.8,3478,68.4589,0.2472,A
3754,9,1075.8,949.68,48.8,3412,63.8335,0.2503,A
5015,7,1066.18,969.68,52.65,844,77.6066,0.1804,A
5016,6,1038.91,929.69,53.12,504,99.4048,0.1783,A
5017,8,1017.87,929.69,55.06,940,62.766000000000005,0.1754,A
5018,8,1055.03,939.69,52.65,962,65.3846,0.1823,A
5019,7,1046.19,979.67,52.65,585,74.0171,0.1838,A
5020,5,1026.69,939.69,55.57,740,61.6216,0.1804,A
5021,6,1041.5,979.67,55.06,739,65.7645,0.1778,A
5022,5,1037.8,949.68,54.07,1018,61.9843,0.1784,A
5023,5,1050.39,949.68,53.59,930,72.5806,0.1763,A
5024,7,1064.65,1009.66,53.59,485,96.9072,0.1806,A
5025,7,1053.11,939.69,53.59,1035,65.2174,0.1826,A
5026,7,1048.88,939.69,52.65,1360,64.4853,0.1834,A
5027,8,1061.57,979.67,53.12,572,64.6853,0.1812,A
5028,7,1039.65,959.68,53.12,689,78.3745,0.2138,A
5029,7,1015.38,939.69,55.57,1089,77.686,0.21100000000000002,A
5030,7,1045.58,939.69,53.12,1211,69.9422,0.1771,A
5031,6,1048.88,959.68,53.12,919,49.0751,0.1834,A
5032,7,1055.03,959.68,52.65,1716,45.1632,0.1823,A
5033,7,1057.34,969.68,52.65,1185,41.8565,0.1819,A
5034,7,1063.49,999.67,53.12,804,86.4428,0.1808,A
5035,7,1043.11,939.69,53.12,647,62.7512,0.1844,A
5036,6,1031.88,939.69,53.59,685,53.2847,0.1795,A
5037,8,1041.5,949.68,53.59,771,59.7925,0.2134,A
5038,8,1021.88,939.69,54.56,1527,49.8363,0.1812,A
5039,6,961.06,859.71,55.06,1824,29.7697,0.2153,A
5040,7,875.33,779.74,60.63,1201,62.2814,0.2142,A
5041,8,790.85,699.77,67.44,536,51.1194,0.2107,A
5042,6,788.07,699.77,65.96,603,34.66,0.1762,A
5043,7,859.71,759.75,61.24,696,67.2414,0.2115,A
5044,8,867.29,779.74,61.24,1247,50.6816,0.1747,A
5045,7,850.89,689.77,63.85,1690,52.8994,0.1728,A
5046,8,728.97,609.8,65.24,874,31.4645,0.1444,A
5047,8,781.13,609.8,57.71,1864,48.8197,0.1778,A
5048,7,963.68,809.73,57.71,1177,59.5582,0.2075,A
5049,7,858.8,699.77,60.02,2498,20.8167,0.247,A
5050,6,863.46,699.77,57.16,2759,18.6299,0.1448,A
5051,7,978.64,879.71,56.62,334,64.9701,0.2114,A
5052,8,877.52,729.76,56.62,1307,31.293000000000003,0.1781,A
5053,6,850.63,729.76,65.24,965,37.3057,0.1781,A
5054,7,881.27,789.74,60.02,828,33.8164,0.1773,A
5055,7,903.45,789.74,60.02,1047,37.5358,0.2075,A
5056,8,891.89,779.74,62.52,1108,26.8953,0.2102,A
5057,8,879.71,779.74,62.52,637,41.9152,0.2131,A
5058,7,854.87,769.74,64.54,500,52.4,0.2127,A
5059,8,870.33,769.74,62.52,349,43.2665,0.1436,A
5060,8,906.47,829.72,62.52,115,52.1739,0.1423,A
5061,8,808.3,679.77,63.85,1288,42.8571,0.1767,A
5062,8,660.71,549.82,71.45,1276,25.9404,0.17600000000000002,A
5063,8,731.55,549.82,61.24,1431,40.3215,0.1753,A
5064,8,890.64,759.75,61.24,1507,34.1739,0.2456,A
5065,7,876.9,759.75,62.52,1103,25.0227,0.1782,A
5066,8,824.43,609.8,62.52,2239,50.3796,0.1427,A
5067,8,865.02,599.8,45.47,4716,26.0178,0.2168,A
5068,8,1113.23,639.79,45.47,4720,51.1441,0.1437,A
5069,8,1088.87,949.68,48.4,1904,45.063,0.2473,A
5070,7,954.68,789.74,53.12,1050,26.2857,0.2444,A
5071,7,946.93,789.74,55.06,803,42.7148,0.1821,A
5072,9,983.6,889.7,55.06,507,71.7949,0.2542,A
5073,7,919.37,859.71,60.02,529,58.7902,0.2456,A
5074,7,887.52,829.72,63.85,279,55.913999999999994,0.2113,A
5075,8,888.14,819.73,60.02,1124,30.2491,0.2111,A
5076,7,954.51,819.73,55.06,1101,44.8683,0.1806,A
5077,7,1022.62,949.68,55.06,730,50.137,0.1811,A
5078,7,1011.09,959.68,56.09,310,74.1935,0.2119,A
5079,6,945.35,789.74,58.27,983,45.473,0.2116,A
5080,6,852.14,729.76,61.88,472,36.6525,0.1422,A
5081,7,874.71,729.76,62.52,1380,45.942,0.1786,A
5082,8,893.45,829.72,62.52,238,92.8571,0.2448,A
5083,7,881.27,829.72,61.88,587,48.3816,0.2128,A
5084,8,885.95,759.75,61.88,414,46.8599,0.2116,A
5085,9,791.68,639.79,62.52,2428,9.8023,0.1404,A
5086,8,847.6,639.79,56.09,1747,29.7653,0.2145,A
5118,6,889.39,839.72,62.52,479,57.4113,0.24600000000000002,A
5119,7,831.49,729.76,65.96,616,31.9805,0.2476,A
5120,5,875.51,729.76,56.09,1166,40.9949,0.1842,A
5121,5,1015.73,849.72,54.07,1206,51.6584,0.1758,A
5122,7,1022.87,969.68,54.07,816,63.3578,0.2095,A
5123,8,1001.45,919.69,56.62,549,72.4954,0.214,A
5124,8,968.99,879.71,58.27,719,73.0181,0.2491,A
5125,8,935.69,829.72,59.43,1241,53.1829,0.2494,A
5126,7,878.14,769.74,59.43,568,53.8732,0.2135,A
5127,6,891.27,769.74,61.24,809,52.1632,0.2104,A
5128,7,956.58,899.7,58.84,465,86.0215,0.2163,A
5129,6,955.54,899.7,58.84,565,70.7965,0.2165,A
5130,6,926.36,849.72,60.63,615,50.5691,0.2159,A
5131,7,913.89,849.72,61.24,558,61.828,0.2118,A
5132,7,931.62,879.71,61.24,403,79.4045,0.2078,A
5133,7,900.67,789.74,61.24,575,36.3478,0.2149,A
5158,8,1015.96,949.68,54.07,1057,70.2933,0.2187,A
5159,9,989.33,899.7,55.57,884,77.1493,0.244,A
5160,8,951.02,879.71,58.27,876,64.4977,0.2103,A
5161,6,970.71,879.71,57.16,1109,72.3174,0.1776,A
5162,8,991.1,919.69,57.16,569,81.8981,0.1802,A
5163,8,967.53,899.7,57.16,645,93.4884,0.2215,A
5164,8,986.1,919.69,57.16,871,74.5121,0.2173,A
5165,7,992.17,919.69,56.09,945,86.3492,0.252,A
5436,9,470.99,439.85,95.27,207,37.1981,0.2088,A
5437,10,490.68,459.85,95.27,166,55.4217,0.1382,A
5438,11,490.18,469.84,117.69,48,4.1667,0.1383,A
5439,10,490.85,479.84,117.69,47,12.765999999999998,0.3108,A
5440,11,489.33,479.84,117.69,26,19.2308,0.3464,A
5441,12,483.84,459.85,120.04,14,57.1429,0.2067,A
5442,11,490.35,459.85,109.13,318,21.3836,0.1406,A
5443,10,506.85,469.84,109.13,353,13.0312,0.1385,A
5468,11,596.05,559.81,95.27,74,86.4865,0.2796,A
5469,11,592.93,559.81,96.81,122,77.8689,0.2811,A
5470,12,606.26,569.81,93.78,155,71.6129,0.2749,A
5471,10,601.29,569.81,93.78,156,64.7436,0.3185,A
5472,7,584.09,549.82,98.39,138,78.9855,0.3145,A
5473,8,565.5,519.83,98.39,240,47.9167,0.1734,A
5474,8,576.81,519.83,93.78,453,22.9581,0.1387,A
5475,8,600.22,539.82,93.78,305,47.2131,0.2777,A
5547,8,602.51,539.82,92.34,487,38.3984,0.1383,A
5548,9,615.33,559.81,92.34,201,68.1592,0.2075,A
5549,7,623.27,599.8,92.34,170,82.9412,0.27899999999999997,A
5550,7,612.99,579.81,93.78,126,92.8571,0.2777,A
5551,9,606.18,579.81,93.78,101,88.1188,0.2808,A
5552,9,611.5,589.8,92.34,135,91.8519,0.2784,A
5553,7,608.52,549.82,92.34,315,73.0159,0.2797,A
5554,7,612.56,549.82,89.58,430,28.6047,0.2779,A
5555,8,611.07,559.81,89.58,219,77.1689,0.2786,A
5556,9,577.41,509.83,93.78,378,26.455,0.3117,A
5557,6,566.87,509.83,98.39,122,57.376999999999995,0.2767,A
5558,8,570.4,489.84,98.39,206,49.5146,0.3094,A
5559,8,509.48,449.85,98.39,150,54.6667,0.1722,A
5560,9,515.54,449.85,88.26,667,17.3913,0.1386,A
5561,8,594.8,509.83,83.36,2075,9.0602,0.3152,A
5562,8,555.97,479.84,83.36,1052,25.9506,0.2421,A
5563,9,570.46,479.84,83.36,585,46.6667,0.1143,A
5564,9,664.52,609.8,83.36,523,78.2027,0.3168,A
5565,8,637.57,559.81,85.74,416,79.8077,0.1394,A
5566,7,612.4,549.82,88.26,448,42.4107,0.142,A
5567,8,619.14,549.82,89.58,458,36.8996,0.2107,A
5568,9,633.27,589.8,89.58,259,52.5097,0.3433,A
5569,8,634.68,549.82,81.11,692,30.7803,0.3501,A
5570,7,636.61,549.82,81.11,819,32.4786,0.1428,A
5579,8,654.33,599.8,84.54,564,48.5816,0.3126,A
5580,8,652.47,599.8,83.36,357,63.5854,0.3364,A
5581,8,661.28,609.8,83.36,532,96.4286,0.3025,A
5582,8,637.79,539.82,83.36,785,40.7643,0.3136,A
5583,9,620.04,389.87,88.26,1178,30.8149,0.3226,A
5584,9,646.71,609.8,86.99,353,92.6346,0.2776,A
5585,10,655.92,619.79,85.74,317,80.1262,0.3119,A
5594,9,629.79,549.82,88.26,456,41.2281,0.3452,A
5595,8,640.92,549.82,85.74,618,63.754,0.2837,A
5596,8,652.51,619.79,85.74,291,94.5017,0.2786,A
5597,7,663.73,599.8,45.47,9566,66.3078,0.2803,A
5598,7,665.82,599.8,45.47,9621,65.9079,0.2794,A
